site_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,site_attention_received
224,0.56074744,0.44551036,-0.94928837,-1.2669264,1.0134115,-0.7807777,-0.18992677,1.0856472,0.017857142
225,0.56125724,0.4456727,-0.94829905,-1.2670385,1.0127631,-0.7804495,-0.188925,1.0858066,0.018181823
226,0.56125724,0.4456727,-0.94829905,-1.2670385,1.0127631,-0.7804495,-0.188925,1.0858066,0.018181823
227,0.56125724,0.4456727,-0.94829905,-1.2670385,1.0127631,-0.7804495,-0.188925,1.0858066,0.018181823
228,0.56125724,0.4456727,-0.94829905,-1.2670385,1.0127631,-0.7804495,-0.188925,1.0858066,0.018181823
229,0.56141645,0.4455788,-0.9481871,-1.2669345,1.0125688,-0.78064066,-0.18882835,1.0858475,0.018518532
230,0.5610289,0.44580698,-0.9484608,-1.2671906,1.0130435,-0.78017575,-0.18906352,1.0857491,0.058823522
231,0.39286208,0.12788829,-0.5281139,-0.48518884,1.0076046,-0.7819777,-0.5662004,1.1294087,0.066666655
232,0.5610289,0.44580698,-0.9484608,-1.2671906,1.0130435,-0.78017575,-0.18906352,1.0857491,0.058823522
234,0.5226561,0.4683563,-0.97547364,-1.2924469,1.0599799,-0.73410606,-0.21237823,1.0760189,0.052631587
235,0.52235156,0.46853516,-0.97568715,-1.292647,1.0603521,-0.7337402,-0.2125634,1.0759413,0.055555567
236,-1.0527823,-0.5039564,0.801631,1.6422938,-0.24253877,1.1308231,-0.66884726,-1.1544863,0.0909091
237,0.77079225,-0.6407098,0.009878717,0.46432298,-1.4075767,-1.3269252,0.49272206,-0.3879334,0.019607836
238,0.56850845,0.31756938,0.79382074,-0.27332062,1.009458,-0.034977626,-0.0712554,1.5914468,0.06666668
239,-0.080019146,-0.6707388,0.45438534,1.209867,-0.9257499,-0.2943864,-0.101294406,-0.69589806,0.009900997
240,-0.6738964,0.08772696,0.5701036,0.54020107,1.0712883,1.0325434,-0.801253,0.27312467,0.02325582
